x1,x2,x3,x4,x5,x6,x7,cutoff
0.68845,0.0,0.76695,0.0,0.0,0.9666666666666667,0.21052631578947395,0.0
0.6888,0.0,0.76825,0.0,0.0,0.9333333333333333,0.5161290322580646,0.05
0.68425,0.0,0.77,0.0,0.0,0.9333333333333333,0.5161290322580646,0.1
0.3314,0.0,0.0,0.0,0.0,1.0,1.0,0.15
0.331,0.0,0.0,0.0,0.0,1.0,1.0,0.2
0.335,0.0,0.0,0.0,0.0,1.0,1.0,0.3
0.2852,0.0,0.0,0.0,0.0,0.9666666666666667,0.0,0.5
1.0,1.0,1.0,1.0,1.0,1.0,NaN,1.0
