CHROMATOGRAM
(+)APCI_MOP_channel4_iso65_chain2.raw
Data points: 799
Time,Intensity
0.000250,0
0.003298,0
0.006325,0
0.009315,0
0.012340,0
0.015318,0
0.018315,0
0.021303,0
0.024293,0
0.027273,0
0.030332,0
0.033342,0
0.036295,0
0.039347,0
0.042387,0
0.045410,0
0.048433,0
0.051403,0
0.054398,0
0.057367,0
0.060330,0
0.063377,0
0.066440,0
0.069442,0
0.072422,0
0.075437,0
0.078463,0
0.081465,0
0.084448,0
0.087415,0
0.090393,0
0.093425,0
0.096392,0
0.099408,0
0.102360,0
0.105320,0
0.108288,0
0.111295,0
0.114322,0
0.117302,0
0.120268,0
0.123300,0
0.126295,0
0.129290,0
0.132263,0
0.135227,0
0.138208,0
0.141185,0
0.144145,0
0.147102,0
0.150098,0
0.153177,0
0.156147,0
0.159192,25
0.162155,0
0.165217,0
0.168200,0
0.171157,0
0.174195,0
0.177192,0
0.180155,0
0.183180,0
0.186218,0
0.189268,0
0.192237,27
0.195230,0
0.198238,0
0.201287,0
0.204255,0
0.207318,0
0.210327,0
0.213328,0
0.216302,0
0.219298,0
0.222312,0
0.225292,0
0.228270,0
0.231253,0
0.234272,0
0.237302,0
0.240188,0
0.243173,0
0.246155,0
0.249157,0
0.252118,0
0.255140,0
0.258140,0
0.261128,0
0.264115,0
0.267110,0
0.270107,0
0.273103,2921
0.276087,1366
0.279077,600
0.282163,410
0.285150,232
0.288148,5974
0.291115,3353
0.294193,2333
0.297172,1177
0.300152,581
0.303128,395
0.306148,15354
0.309130,8114
0.312108,4596
0.315122,2317
0.318103,1709
0.321117,6258
0.324200,7580
0.327227,4201
0.330293,2465
0.333282,1277
0.336282,699
0.339282,7109
0.342310,4409
0.345287,1807
0.348322,1068
0.351313,621
0.354293,349
0.357328,368
0.360387,101
0.363418,14
0.366470,0
0.369523,48
0.372543,36
0.375595,0
0.378743,0
0.381742,0
0.384747,0
0.387760,0
0.390743,0
0.393805,68
0.396797,3249
0.399853,1800
0.402842,752
0.405865,632
0.408870,439
0.411910,176
0.414930,44
0.417950,3292
0.420942,3323
0.423955,2007
0.426972,699
0.429912,571
0.432912,442
0.435968,154
0.438968,0
0.441918,5844
0.444948,2768
0.448002,1605
0.451023,644
0.453987,632
0.456955,349
0.459945,216
0.462943,139
0.465920,4591
0.468938,3159
0.471968,1094
0.474948,873
0.477982,457
0.480992,274
0.483995,70
0.486977,0
0.489938,0
0.492887,0
0.495868,0
0.498853,32
0.501855,7
0.504825,0
0.507823,0
0.510785,0
0.513798,0
0.516837,0
0.519808,0
0.522807,0
0.525880,0
0.528927,0
0.531912,0
0.534882,0
0.537890,0
0.540922,0
0.543935,0
0.546958,5929
0.549945,3233
0.552995,2230
0.555960,824
0.558997,503
0.561973,231
0.564963,195
0.567935,190
0.570937,0
0.573978,14
0.577005,170
0.580033,4503
0.583013,3121
0.585993,1341
0.588985,680
0.591983,371
0.594958,173
0.597988,123
0.601003,0
0.603978,36
0.606967,18
0.610005,6301
0.613008,3634
0.616137,1980
0.619097,1134
0.622088,432
0.625063,348
0.628047,179
0.631025,61
0.634018,125
0.637010,13
0.640010,37
0.643027,6002
0.646075,2442
0.649048,2094
0.652050,1021
0.655053,684
0.658023,169
0.660998,104
0.664013,67
0.666977,83
0.669950,0
0.672913,0
0.675938,0
0.678925,0
0.681920,0
0.684887,0
0.687905,0
0.690875,0
0.693847,0
0.696832,0
0.699815,0
0.702847,0
0.705805,0
0.708768,5990
0.711770,3244
0.714748,1891
0.717718,727
0.720732,536
0.723792,572
0.726805,3806
0.729787,2140
0.732783,1034
0.735755,663
0.738738,280
0.741762,4417
0.744742,3297
0.747753,1745
0.750742,814
0.753750,612
0.756725,322
0.759760,3664
0.762790,2405
0.765777,1227
0.768752,702
0.771740,248
0.774728,88
0.777693,62
0.780698,61
0.783685,72
0.786732,0
0.789727,0
0.792713,0
0.795783,0
0.798780,0
0.801785,0
0.804833,0
0.807863,0
0.810850,0
0.813918,0
0.816892,0
0.819865,0
0.822827,0
0.825838,125
0.828807,588
0.831838,283
0.834835,62
0.837862,130
0.840837,147
0.843827,67
0.846812,517
0.849823,342
0.852923,83
0.855893,57
0.858883,99
0.861865,0
0.864838,726
0.867943,421
0.870982,150
0.873980,114
0.877002,58
0.879987,0
0.882965,1159
0.885992,296
0.888972,250
0.891945,100
0.894967,18
0.897985,0
