CHROMATOGRAM
(+)APCI_MOP_channel4_iso65_chain5.raw
Data points: 614
Time	Intensity
0.000197	0
0.003197	0
0.006175	0
0.009138	0
0.012127	0
0.015158	0
0.018113	0
0.021070	0
0.024067	0
0.027028	0
0.029998	0
0.032990	0
0.035978	0
0.038962	0
0.041952	0
0.044912	0
0.047867	0
0.050838	0
0.053802	0
0.056807	0
0.059827	0
0.062782	0
0.065737	0
0.068743	0
0.071715	0
0.074682	0
0.077672	0
0.080648	0
0.083612	0
0.086562	0
0.089532	0
0.092490	0
0.095518	0
0.098540	0
0.101518	0
0.104485	0
0.107433	0
0.110388	0
0.113352	0
0.116353	0
0.119320	0
0.122268	0
0.125230	0
0.128242	0
0.131235	0
0.134193	0
0.137187	0
0.140148	0
0.143118	0
0.146102	0
0.149068	0
0.152033	0
0.154977	0
0.157953	0
0.160967	0
0.163953	0
0.166963	0
0.169937	0
0.172887	2863
0.175833	1156
0.178827	933
0.181828	410
0.184782	203
0.187783	479
0.190785	3867
0.193755	2389
0.196732	1134
0.199702	794
0.202722	378
0.205692	13589
0.208665	7089
0.211620	4163
0.214595	2705
0.217553	1697
0.220548	1010
0.223507	9069
0.226450	4192
0.229402	2757
0.232357	1077
0.235330	694
0.238342	3466
0.241312	5215
0.244280	2325
0.247275	1683
0.250247	730
0.253243	222
0.256227	138
0.259182	216
0.262160	117
0.265132	0
0.268130	0
0.271095	0
0.274100	0
0.277092	0
0.280075	0
0.283067	34
0.286077	32
0.289042	0
0.292017	5
0.294998	0
0.297963	0
0.300942	0
0.303918	34
0.306883	40
0.309887	0
0.312883	0
0.315868	6479
0.318825	3769
0.321783	2909
0.324763	1136
0.327735	519
0.330688	371
0.333683	131
0.336677	72
0.339642	54
0.342650	49
0.345725	39
0.348680	26
0.351637	0
0.354605	0
0.357587	69
0.360545	5727
0.363513	3124
0.366483	1757
0.369468	1246
0.372465	448
0.375428	300
0.378385	206
0.381400	154
0.384362	61
0.387328	81
0.390293	0
0.393237	0
0.396238	0
0.399202	0
0.402173	5479
0.405202	3825
0.408168	1933
0.411143	1456
0.414090	566
0.417082	308
0.420028	261
0.423005	70
0.425970	22
0.428947	0
0.431892	42
0.434927	25
0.437887	0
0.440877	0
0.443862	30
0.446872	4631
0.449855	2960
0.452848	1541
0.455828	1236
0.458818	539
0.461818	331
0.464772	94
0.467800	98
0.470775	62
0.473737	27
0.476690	48
0.479635	23
0.482647	0
0.485628	0
0.488618	0
0.491593	0
0.494617	0
0.497605	0
0.500598	0
0.503590	0
0.506573	0
0.509528	0
0.512510	0
0.515488	0
0.518445	0
0.521403	0
0.524435	0
0.527428	0
0.530403	0
0.533428	3229
0.536392	1804
0.539357	969
0.542345	513
0.545320	352
0.548287	212
0.551253	119
0.554227	131
0.557173	40
0.560180	8
0.563213	0
0.566200	38
0.569162	4583
0.572125	2244
0.575075	1086
0.578045	809
0.581013	363
0.583978	221
0.586938	63
0.589910	59
0.592955	0
0.595978	74
0.598927	0
0.601888	0
0.604902	1946
0.607880	3289
0.610848	1778
0.613828	883
0.616797	746
0.619768	182
0.622797	145
0.625760	52
0.628733	0
0.631727	62
0.634702	0
0.637653	0
0.640633	0
0.643602	3842
0.646570	2071
0.649567	737
0.652525	351
0.655550	423
0.658515	202
0.661473	0
0.664460	30
0.667485	23
0.670448	0
0.673410	0
0.676382	68
0.679362	0
0.682317	0
0.685325	0
0.688305	0
0.691295	0
0.694280	0
0.697258	0
0.700237	0
0.703245	0
0.706188	0
0.709130	9181
0.712092	4683
0.715068	3083
0.718102	1238
0.721067	739
0.724042	296
0.727010	8548
0.729987	4223
0.732932	2355
0.735872	1401
0.738930	688
0.741918	7900
0.744913	5205
0.747882	2810
0.750868	1458
0.753860	1080
0.756848	675
0.759847	8196
0.762847	4394
0.765830	2764
0.768805	1269
0.771802	740
0.774795	288
0.777823	266
0.780792	118
0.783752	53
0.786750	34
0.789705	19
0.792677	37
0.795663	0
0.798630	22
0.801582	0
0.804537	28
0.807543	0
0.810542	0
0.813505	0
0.816462	0
0.819410	0
0.822375	26
0.825367	0
0.828318	0
0.831290	25
0.834313	186
0.837275	4542
0.840243	2411
0.843207	1325
0.846187	864
0.849165	630
0.852132	120
0.855100	221
0.858080	23
0.861060	192
0.864057	4133
0.867030	1661
0.869972	1290
0.872948	800
0.875925	354
0.878908	262
0.881923	186
0.884887	57
0.887840	365
0.890828	3915
0.893797	2142
0.896825	1250
0.899790	818
0.902770	495
0.905748	215
0.908718	76
0.911688	0
0.914650	1239
0.917693	3877
0.920633	2350
0.923603	1116
0.926620	539
0.929590	392
0.932543	182
0.935570	9
0.938543	7
0.941502	0
0.944462	34
0.947430	0
0.950397	0
0.953392	0
0.956382	0
0.959352	0
0.962320	0
0.965298	37
0.968320	0
0.971313	0
0.974282	0
0.977262	35
0.980258	27
0.983235	39
0.986265	0
0.989302	84
0.992285	2857
0.995240	1831
0.998215	919
1.001195	491
1.004168	281
1.007128	253
1.010053	99
1.013017	93
1.016043	3618
1.019002	2848
1.021985	1201
1.024965	682
1.027923	376
1.030905	415
1.033875	46
1.036870	0
1.039853	1790
1.042820	3665
1.045815	1457
1.048793	1023
1.051735	618
1.054708	364
1.057693	21
1.060702	90
1.063673	22
1.066633	3578
1.069635	2494
1.072673	1205
1.075640	424
1.078602	294
1.081557	250
1.084520	107
1.087480	9
1.090465	54
1.093450	16
1.096493	0
1.099487	0
1.102445	0
1.105405	0
1.108390	8
1.111377	0
1.114335	0
1.117300	0
1.120265	0
1.123233	0
1.126203	0
1.129177	0
1.132228	0
1.135182	0
1.138143	0
1.141132	0
1.144108	8525
1.147083	5291
1.150047	2517
1.153010	1141
1.155978	901
1.158985	649
1.161957	176
1.164930	146
1.167962	29
1.170973	0
1.173932	6749
1.176908	3495
1.179855	1713
1.182837	932
1.185783	554
1.188817	218
1.191808	163
1.194802	116
1.197752	97
