CHROMATOGRAM
(+)APCI_MOP_channel4_220325140158.raw
Data points: 607
Time	Intensity
0.000202	0
0.003170	0
0.006107	0
0.009097	0
0.012018	0
0.014972	0
0.017932	0
0.020927	0
0.023883	0
0.026895	0
0.029867	0
0.032838	0
0.035818	0
0.038805	0
0.041732	0
0.044673	0
0.047618	0
0.050558	0
0.053577	0
0.056528	0
0.059495	0
0.062485	0
0.065437	0
0.068390	0
0.071337	0
0.074272	0
0.077215	0
0.080182	0
0.083173	0
0.086140	0
0.089092	0
0.092022	0
0.094975	0
0.097953	0
0.100918	0
0.103873	0
0.106830	0
0.109777	0
0.112775	0
0.115758	0
0.118742	0
0.121687	0
0.124618	0
0.127617	0
0.130580	0
0.133593	0
0.136573	0
0.139515	48
0.142513	0
0.145453	0
0.148433	0
0.151372	0
0.154350	0
0.157315	0
0.160272	0
0.163242	0
0.166218	0
0.169203	0
0.172175	0
0.175162	0
0.178120	0
0.181057	0
0.184022	0
0.186955	0
0.189905	31
0.192855	0
0.195805	0
0.198757	0
0.201708	0
0.204700	0
0.207713	0
0.210690	0
0.213665	0
0.216642	0
0.219603	0
0.222548	0
0.225503	0
0.228467	0
0.231408	0
0.234343	0
0.237305	0
0.240355	0
0.243305	0
0.246272	0
0.249220	0
0.252195	0
0.255138	0
0.258085	0
0.261020	0
0.264007	0
0.266953	0
0.269968	0
0.272947	0
0.275945	0
0.278882	0
0.281852	0
0.284798	0
0.287783	0
0.290758	0
0.293698	0
0.296643	0
0.299612	27
0.302637	0
0.305577	0
0.308538	0
0.311557	0
0.314507	0
0.317475	0
0.320422	0
0.323360	0
0.326335	0
0.329288	0
0.332278	0
0.335252	0
0.338205	0
0.341132	0
0.344067	0
0.347042	0
0.349993	0
0.352960	0
0.355897	0
0.358850	0
0.361798	0
0.364792	0
0.367718	0
0.370662	0
0.373613	0
0.376558	0
0.379543	0
0.382552	0
0.385523	0
0.388500	0
0.391453	0
0.394447	0
0.397383	0
0.400365	0
0.403347	0
0.406297	0
0.409252	2509
0.412230	1961
0.415175	666
0.418173	553
0.421128	156
0.424147	135
0.427122	5851
0.430063	2569
0.433037	1458
0.436002	937
0.438963	400
0.441925	4637
0.444877	10716
0.447835	6469
0.450797	3627
0.453828	2370
0.456820	1052
0.459825	10105
0.462780	6599
0.465755	2707
0.468710	2196
0.471672	1264
0.474623	412
0.477602	6046
0.480573	3061
0.483543	1686
0.486505	1758
0.489530	502
0.492473	292
0.495403	125
0.498338	41
0.501275	32
0.504200	118
0.507170	0
0.510125	0
0.513093	0
0.516067	56
0.519022	26
0.522027	0
0.525015	0
0.527950	29
0.530903	31
0.533862	0
0.536808	0
0.539750	0
0.542713	4702
0.545657	1773
0.548625	1594
0.551573	832
0.554552	206
0.557490	189
0.560493	161
0.563442	92
0.566432	73
0.569397	27
0.572345	3642
0.575295	3097
0.578255	1919
0.581253	1164
0.584192	489
0.587128	243
0.590075	270
0.593017	0
0.596017	30
0.598958	27
0.601900	0
0.604855	4689
0.607827	2153
0.610770	1091
0.613775	547
0.616718	460
0.619703	249
0.622680	397
0.625645	92
0.628647	27
0.631622	39
0.634598	52
0.637580	3628
0.640527	2176
0.643480	1221
0.646505	736
0.649468	309
0.652463	64
0.655408	119
0.658382	90
0.661327	0
0.664282	30
0.667285	34
0.670220	0
0.673172	0
0.676138	0
0.679142	0
0.682117	0
0.685058	0
0.688002	0
0.690972	0
0.693950	0
0.696893	0
0.699863	0
0.702857	0
0.705818	20
0.708752	0
0.711757	0
0.714707	0
0.717667	0
0.720618	0
0.723585	0
0.726528	6999
0.729487	4050
0.732430	2392
0.735362	1194
0.738342	761
0.741282	228
0.744275	261
0.747238	84
0.750205	44
0.753183	44
0.756118	0
0.759085	0
0.762053	0
0.765003	1160
0.767955	6522
0.770905	3438
0.773918	1688
0.776880	924
0.779828	455
0.782760	556
0.785703	136
0.788652	92
0.791603	15
0.794563	0
0.797502	62
0.800450	0
0.803447	0
0.806372	8182
0.809340	4411
0.812295	2066
0.815238	1243
0.818188	788
0.821162	331
0.824135	177
0.827093	41
0.830042	102
0.832988	16
0.835952	0
0.838972	0
0.841922	0
0.844933	414
0.847885	5758
0.850810	4359
0.853752	1491
0.856718	1066
0.859687	489
0.862627	290
0.865652	0
0.868617	23
0.871582	58
0.874532	1
0.877480	0
0.880465	92
0.883420	0
0.886363	0
0.889303	0
0.892258	0
0.895277	0
0.898252	35
0.901210	0
0.904177	0
0.907123	0
0.910110	0
0.913070	0
0.916057	28
0.919003	0
0.921967	8858
0.924952	4423
0.927930	2468
0.930872	1186
0.933830	757
0.936783	526
0.939728	144
0.942675	72
0.945620	6214
0.948572	6011
0.951570	3597
0.954577	1928
0.957538	1444
0.960510	629
0.963460	240
0.966405	226
0.969378	174
0.972318	8047
0.975260	4104
0.978215	2313
0.981170	1239
0.984173	886
0.987167	560
0.990117	363
0.993070	113
0.996035	8330
0.999010	6001
1.001970	3392
1.004910	1774
1.007878	1110
1.010828	497
1.013790	487
1.016792	176
1.019742	64
1.022737	136
1.025668	26
1.028610	0
1.031557	18
1.034500	0
1.037472	35
1.040438	0
1.043375	0
1.046365	0
1.049325	0
1.052267	0
1.055227	39
1.058218	0
1.061162	0
1.064132	0
1.067103	0
1.070072	8334
1.073033	4490
1.076035	3048
1.078987	1645
1.081943	823
1.084902	246
1.087863	258
1.090827	116
1.093815	8547
1.096782	4415
1.099773	2536
1.102747	1316
1.105730	893
1.108758	391
1.111713	199
1.114678	70
1.117630	6587
1.120590	3745
1.123555	2313
1.126492	1297
1.129493	671
1.132480	355
1.135447	89
1.138462	1942
1.141417	6207
1.144375	3421
1.147358	1428
1.150298	946
1.153272	582
1.156257	169
1.159225	257
1.162198	47
1.165205	0
1.168180	20
1.171153	37
1.174102	0
1.177058	0
1.179993	0
1.182943	0
1.185902	0
1.188838	0
1.191777	0
1.194720	0
1.197703	0
1.200692	0
1.203662	0
1.206595	0
1.209557	0
1.212505	0
1.215455	2111
1.218417	4025
1.221358	2284
1.224308	1040
1.227262	575
1.230245	399
1.233197	148
1.236200	187
1.239182	96
1.242122	2144
1.245082	2673
1.248028	2344
1.250982	1066
1.253925	422
1.256862	311
1.259818	321
1.262797	158
1.265773	126
1.268733	2416
1.271730	3076
1.274697	2191
1.277663	1016
1.280620	531
1.283588	157
1.286548	47
1.289492	10
1.292502	31
1.295465	2667
1.298425	2798
1.301400	2379
1.304358	939
1.307397	558
1.310380	258
1.313345	208
1.316290	116
1.319258	54
1.322252	26
1.325192	15
1.328150	0
1.331083	0
1.334038	0
1.336990	17
1.340010	0
1.342995	0
1.345952	7
1.348908	0
1.351882	0
1.354888	0
1.357837	0
1.360820	0
1.363763	0
1.366698	0
1.369660	22
1.372623	4096
1.375575	2007
1.378578	874
1.381512	684
1.384483	324
1.387437	170
1.390388	81
1.393325	48
1.396268	5037
1.399225	2795
1.402167	1835
1.405112	1036
1.408057	417
1.411000	200
1.413992	92
1.416945	123
1.419898	154
1.422842	4002
1.425778	1448
1.428768	1006
1.431732	499
1.434677	342
1.437647	183
1.440623	120
1.443582	56
1.446562	5119
1.449548	2322
1.452512	1593
1.455495	541
1.458430	443
1.461388	112
1.464385	166
1.467387	31
1.470348	0
1.473305	32
1.476253	35
1.479233	0
1.482197	0
1.485175	0
1.488137	0
1.491100	0
1.494065	0
1.497073	0
1.500018	0
1.502955	0
1.505905	0
1.508860	0
1.511825	0
1.514770	55
1.517693	673
1.520698	433
1.523673	205
1.526605	147
1.529610	41
1.532628	50
1.535583	27
1.538525	144
1.541482	552
1.544442	169
1.547398	136
1.550363	45
1.553332	61
1.556327	0
1.559310	16
1.562315	705
1.565275	412
1.568247	110
1.571205	38
1.574155	17
1.577120	117
1.580112	0
1.583077	975
1.586038	194
1.589023	152
1.592072	145
1.595030	0
1.597977	16
1.600975	48
1.603947	0
1.606907	0
1.609870	0
1.612842	0
1.615797	0
1.618755	0
1.621772	0
1.624705	0
1.627728	24
1.630717	0
1.633672	0
1.636612	0
1.639552	0
1.642503	0
1.645475	0
1.648440	0
1.651457	60
1.654410	0
1.657348	0
1.660270	4814
1.663285	10299
1.666268	5742
1.669225	2783
1.672167	1732
1.675133	808
1.678135	516
1.681085	469
1.684050	150
1.687003	29
1.689943	12674
1.692888	8167
1.695837	4365
1.698823	2689
1.701772	1489
1.704740	732
1.707768	431
1.710722	160
1.713720	209
1.716698	1519
1.719655	10619
