CHROMATOGRAM
(+)APCI_MOP_channel4_chain_1.raw
Data points: 860
Time,Intensity
0.000238,0
0.003198,29
0.006145,0
0.009062,0
0.011972,0
0.014893,0
0.017845,0
0.020765,0
0.023680,0
0.026592,0
0.029543,0
0.032458,0
0.035378,0
0.038323,35
0.041257,0
0.044183,43
0.047102,0
0.050025,0
0.052957,0
0.055872,0
0.058792,0
0.061768,0
0.064673,0
0.067580,0
0.070495,0
0.073452,0
0.076377,0
0.079300,0
0.082212,0
0.085120,0
0.088043,0
0.090963,0
0.093880,0
0.096843,0
0.099760,0
0.102675,0
0.105595,35
0.108547,0
0.111493,0
0.114425,0
0.117343,0
0.120255,0
0.123228,75
0.126160,0
0.129068,0
0.131988,0
0.134918,0
0.137838,0
0.140787,36
0.143747,0
0.146675,0
0.149600,0
0.152568,0
0.155480,47218
0.158402,27177
0.161337,12626
0.164262,6455
0.167172,3922
0.170093,1637
0.173002,73354
0.175923,40282
0.178877,18630
0.181845,8946
0.184773,5041
0.187703,121580
0.190618,139953
0.193538,75714
0.196460,41438
0.199395,19797
0.202317,10324
0.205228,147946
0.208140,81272
0.211063,41058
0.214210,22642
0.217123,11572
0.220048,5843
0.222988,91548
0.225913,43943
0.228855,23604
0.231797,13524
0.234713,5760
0.237630,3641
0.240537,1655
0.243468,959
0.246427,283
0.249365,343
0.252285,150
0.255202,100
0.258130,57
0.261045,0
0.263970,0
0.266893,0
0.269803,0
0.272728,0
0.275698,0
0.278617,0
0.281532,47103
0.284485,32326
0.287418,14831
0.290335,7798
0.293243,4486
0.296158,2205
0.299077,839
0.302008,562
0.304975,501
0.307885,38043
0.310802,31390
0.313717,17115
0.316653,8838
0.319613,4217
0.322538,2787
0.325453,1205
0.328385,756
0.331325,373
0.334245,19361
0.337207,31934
0.340112,16313
0.343038,9059
0.345953,4748
0.348895,2375
0.351818,1195
0.354772,590
0.357683,578
0.360600,5438
0.363517,35668
0.366448,19234
0.369405,8406
0.372338,4884
0.375253,2409
0.378165,1113
0.381088,689
0.384007,596
0.386918,157
0.389883,250
0.392797,101
0.395717,43
0.398675,40
0.401592,73
0.404515,0
0.407437,26
0.410360,0
0.413280,0
0.416212,63
0.419137,0
0.422047,0
0.425015,0
0.427973,0
0.430878,0
0.433788,79
0.436698,0
0.439622,0
0.442537,0
0.445472,47165
0.448382,23718
0.451290,12487
0.454217,6651
0.457127,3432
0.460075,2064
0.463047,1109
0.465978,472
0.468912,304
0.471847,140
0.474762,63
0.477673,25455
0.480597,32310
0.483520,15742
0.486465,7817
0.489380,4756
0.492347,2352
0.495310,1316
0.498255,855
0.501170,255
0.504087,136
0.507010,144
0.509933,0
0.512868,40089
0.515785,21167
0.518743,10106
0.521668,5757
0.524582,2774
0.527505,1968
0.530460,853
0.533372,548
0.536282,126
0.539213,102
0.542128,0
0.545042,53175
0.547960,26678
0.550882,12354
0.553840,7488
0.556743,3614
0.559662,1598
0.562575,1073
0.565525,757
0.568445,198
0.571360,247
0.574283,100
0.577210,69
0.580173,138
0.583142,46
0.586055,0
0.588972,0
0.591890,0
0.594803,0
0.597713,0
0.600680,0
0.603583,53
0.606508,0
0.609425,0
0.612378,0
0.615293,41
0.618210,45358
0.621147,27652
0.624072,15037
0.626998,8623
0.629917,4144
0.632842,2052
0.635803,1068
0.638725,460
0.641695,47390
0.644620,26298
0.647535,12967
0.650477,7127
0.653393,4245
0.656312,2266
0.659228,1179
0.662145,258
0.665073,46563
0.668022,24080
0.670978,13022
0.673892,7524
0.676815,3598
0.679767,1615
0.682682,1337
0.685592,746
0.688517,49539
0.691443,26479
0.694362,13593
0.697320,7161
0.700233,3131
0.703162,1927
0.706100,930
0.709040,572
0.711947,467
0.714885,235
0.717825,73
0.720740,60
0.723665,0
0.726612,0
0.729545,43
0.732477,23
0.735397,0
0.738317,0
0.741282,0
0.744198,0
0.747173,0
0.750100,0
0.753045,0
0.756015,46
0.758930,0
0.761852,0
0.764762,0
0.767697,107269
0.770603,128971
0.773522,67575
0.776467,37628
0.779383,19392
0.782327,8583
0.785282,5416
0.788197,2732
0.791120,1164
0.794038,698
0.796962,661
0.799892,147832
0.802823,76034
0.805750,42932
0.808660,22073
0.811630,13230
0.814565,5764
0.817547,2880
0.820473,1474
0.823398,916
0.826318,687
0.829232,170546
0.832148,90044
0.835067,49363
0.837987,25221
0.840910,11952
0.843838,7397
0.846827,3607
0.849733,1921
0.852645,1106
0.855557,490
0.858475,177606
0.861393,96827
0.864320,55561
0.867233,29092
0.870153,14962
0.873080,8091
0.876048,4352
0.878960,2148
0.881927,870
0.884860,795
0.887792,466
0.890715,240
0.893635,0
0.896568,66
0.899478,103
0.902400,28
0.905348,0
0.908267,0
0.911183,3
0.914173,0
0.917137,0
0.920058,50
0.922985,0
0.925908,0
0.928823,9218
0.931737,132848
0.934707,71868
0.937642,37028
0.940568,21190
0.943477,11113
0.946400,5057
0.949338,2679
0.952287,157417
0.955193,88969
0.958122,47902
0.961040,25687
0.964020,14232
0.966932,7006
0.969847,4572
0.972762,122030
0.975677,108713
0.978628,63486
0.981543,32185
0.984472,17697
0.987448,9321
0.990360,4980
0.993328,2219
0.996247,149037
0.999167,82374
1.002093,44063
1.005013,23615
1.007948,11004
1.010863,6157
1.013798,3098
1.016715,1978
1.019637,1184
1.022652,370
1.025570,333
1.028483,166
1.031415,0
1.034333,0
1.037263,105
1.040198,1
1.043130,0
1.046173,0
1.049088,23
1.052048,0
1.054953,86
1.057907,0
1.060847,40
1.063767,0
1.066692,26
1.069607,0
1.072537,34
1.075457,0
1.078370,0
1.081292,28
1.084252,129708
1.087185,72967
1.090122,38945
1.093078,18596
1.096005,10630
1.098935,5324
1.101865,2602
1.104773,1445
1.107703,778
1.110625,373
1.113535,31
1.116495,110
1.119418,0
1.122333,142415
1.125262,71995
1.128223,40910
1.131155,22121
1.134083,10827
1.137002,6038
1.139933,3341
1.142890,1201
1.145797,670
1.148715,420
1.151643,308
1.154572,93
1.157485,157
1.160420,162820
1.163373,76474
1.166293,45883
1.169240,22814
1.172168,11561
1.175145,5852
1.178058,3193
1.180973,1588
1.183920,939
1.186842,494
1.189757,242
1.192683,306
1.195588,232
1.198535,157849
1.201455,92195
1.204410,46258
1.207342,24262
1.210275,13075
1.213205,6489
1.216125,2609
1.219047,1777
1.221957,857
1.224875,401
1.227797,294
1.230703,80
1.233702,144
1.236623,0
1.239527,0
1.242453,0
1.245393,0
1.248315,0
1.251225,41
1.254125,57
1.257038,23
1.259962,0
1.262882,0
1.265807,125180
1.268822,65812
1.271740,33682
1.274657,17381
1.277587,9345
1.280510,13541
1.283423,104427
1.286352,54527
1.289288,28906
1.292217,16099
1.295148,7703
1.298108,136914
1.301028,81846
1.303990,45206
1.306923,24315
1.309840,12828
1.312768,6288
1.315688,140359
1.318595,68518
1.321532,38137
1.324450,20430
1.327402,10086
1.330337,5778
1.333257,3048
1.336185,1498
1.339150,576
1.342072,510
1.345000,139
1.347912,202
1.350822,114
1.353790,50
1.356698,90
1.359615,0
1.362523,0
1.365452,0
1.368385,0
1.371310,28
1.374260,0
1.377187,0
1.380177,0
1.383138,26
1.386055,0
1.388973,0
1.391903,27
1.394842,138118
1.397758,86276
1.400672,40949
1.403595,23814
1.406525,11849
1.409523,6026
1.412437,2929
1.415360,1955
1.418280,1117
1.421192,564
1.424127,38347
1.427042,102074
1.429960,55725
1.432877,31279
1.435803,14555
1.438740,6951
1.441697,3325
1.444647,1900
1.447560,1026
1.450478,718
1.453405,318
1.456318,113746
1.459247,61533
1.462175,30287
1.465107,14432
1.468058,8573
1.471018,4711
1.473925,2245
1.476865,1362
1.479837,299
1.482750,438
1.485663,132272
1.488580,68060
1.491513,37417
1.494435,20023
1.497375,11258
1.500342,5228
1.503275,3467
1.506185,1149
1.509110,932
1.512035,294
1.514990,394
1.517910,77
1.520828,55
1.523763,30
1.526723,39
1.529630,57
1.532562,0
1.535482,0
1.538392,0
1.541333,0
1.544258,0
1.547192,0
1.550142,51
1.553058,0
1.556020,0
1.558945,0
1.561867,32
1.564787,0
1.567707,0
1.570613,0
1.573533,25
1.576460,0
1.579385,0
1.582302,0
1.585260,0
1.588212,137910
1.591155,73010
1.594108,43333
1.597027,24434
1.599945,11796
1.602852,6984
1.605772,3374
1.608692,1919
1.611613,1007
1.614527,482
1.617487,147
1.620443,83
1.623375,69
1.626300,0
1.629230,42
1.632148,48
1.635057,42
1.637977,67
1.640883,56105
1.643813,92988
1.646787,51583
1.649700,25783
1.652622,14410
1.655573,8680
1.658487,3400
1.661407,2562
1.664327,1331
1.667247,624
1.670165,450
1.673082,0
1.676033,75
1.678965,252
1.681878,0
1.684797,85
1.687715,0
1.690665,0
1.693598,45
1.696510,105970
1.699432,58993
1.702348,31294
1.705258,16309
1.708213,8455
1.711130,4200
1.714037,2588
1.716943,1109
1.719858,530
1.722783,285
1.725745,198
1.728673,67
1.731590,93
1.734502,0
1.737432,55
1.740387,0
1.743292,0
1.746200,0
1.749115,122122
1.752018,68141
1.754938,35194
1.757877,19416
1.760842,9602
1.763752,5548
1.766663,2812
1.769633,1221
1.772548,875
1.775477,546
1.778390,145
1.781308,85
1.784220,54
1.787143,0
1.790053,0
1.792982,0
1.795962,38
1.798883,0
1.801852,0
1.804768,0
1.807688,0
1.810602,49
1.813522,0
1.816452,0
1.819372,0
1.822290,61
1.825200,0
1.828118,56
1.831117,0
1.834053,0
1.836975,43
1.839890,0
1.842810,0
1.845733,0
1.848642,0
1.851570,0
1.854477,7287
1.857392,7617
1.860347,2998
1.863273,2034
1.866228,1165
1.869160,474
1.872092,267
1.875013,50
1.877922,80
1.880843,40
1.883760,0
1.886682,80
1.889630,0
1.892540,0
1.895458,0
1.898385,0
1.901338,0
1.904257,0
1.907168,0
1.910078,0
1.912980,8269
1.915910,4305
1.918832,2559
1.921800,1252
1.924727,847
1.927643,206
1.930555,199
1.933463,287
1.936405,31
1.939325,92
1.942248,69
1.945163,0
1.948080,0
1.951035,24
1.953980,0
1.956897,0
1.959805,0
1.962715,0
1.965638,0
1.968565,9882
1.971530,5265
1.974438,2752
1.977395,1503
1.980317,564
1.983253,347
1.986182,132
1.989113,102
1.992032,32
1.994948,32
1.997885,48
2.000807,0
2.003735,0
2.006733,0
2.009653,0
2.012680,0
2.015610,0
2.018522,0
2.021435,0
2.024355,4937
2.027287,6479
2.030210,2962
2.033117,1850
2.036038,734
2.038997,437
2.041958,165
2.044873,52
2.047793,103
2.050708,34
2.053628,52
2.056545,0
2.059463,0
2.062380,0
2.065308,0
2.068222,0
2.071197,0
2.074108,0
2.077060,0
2.079977,40
2.082897,0
2.085827,0
2.088740,0
2.091648,39
2.094555,0
2.097500,0
2.100423,0
2.103342,0
2.106253,0
2.109175,0
2.112133,0
2.115053,39
2.117970,0
2.120905,0
2.123818,27
2.126745,38
2.129707,0
2.132617,159865
2.135543,87283
2.138458,48027
2.141378,24335
2.144292,12752
2.147240,6268
2.150157,4105
2.153075,2002
2.155980,1166
2.158893,462
2.161850,500
2.164775,246
2.167707,171
2.170627,38
2.173553,0
2.176475,28
2.179408,50
2.182372,0
2.185293,0
2.188208,168018
2.191138,104202
2.194080,60056
2.197040,31330
2.199958,14234
2.202863,9282
2.205782,4730
2.208700,1760
2.211618,1781
2.214530,605
2.217477,377
2.220398,364
2.223362,239
2.226283,35
2.229200,0
2.232108,0
2.235027,95
2.237952,44
2.240870,0
2.243793,7026
2.246713,128630
2.249645,70944
2.252623,37920
2.255538,19243
2.258515,11244
2.261432,5590
2.264345,3533
2.267253,1265
2.270178,856
2.273107,505
2.276030,207
2.278942,314
2.281860,89
2.284773,44
2.287755,25
2.290670,105
2.293582,0
2.296495,123
2.299417,0
2.302352,172667
2.305263,87596
2.308192,47577
2.311112,25370
2.314063,12138
2.316985,7858
2.319898,3715
2.322867,1902
2.325775,1402
2.328703,440
2.331652,150
2.334582,223
2.337490,34
2.340408,178
2.343365,0
2.346287,0
2.349188,0
2.352103,0
2.355020,0
2.357963,0
2.360883,0
2.363805,0
2.366722,0
2.369648,47
2.372598,0
2.375535,0
2.378445,0
2.381365,0
2.384270,0
2.387183,0
2.390093,0
2.393048,0
2.395977,0
2.398893,0
2.401860,51
2.404770,0
2.407692,0
2.410620,0
2.413530,0
2.416458,0
2.419365,0
2.422270,23
2.425212,0
2.428160,0
2.431122,0
2.434032,0
2.436955,0
2.439887,0
2.442802,0
2.445722,0
2.448643,0
2.451585,0
2.454507,0
2.457430,0
2.460382,0
2.463343,0
2.466272,0
2.469187,0
2.472103,0
2.475037,0
2.477973,0
2.480883,0
2.483812,0
2.486735,0
2.489695,0
2.492625,0
2.495552,0
2.498503,0
2.501418,0
2.504342,79
2.507272,0
2.510192,0
2.513118,0
2.516040,12
