CHROMATOGRAM
(+)APCI_MOP_channel4_chain_5.raw
Data points: 704
Time	Intensity
0.000197	0
0.003110	0
0.006025	0
0.008952	20
0.011948	0
0.014882	0
0.017805	0
0.020725	0
0.023642	0
0.026578	0
0.029528	0
0.032453	0
0.035368	0
0.038288	0
0.041215	0
0.044170	0
0.047085	0
0.050005	0
0.052922	0
0.055865	0
0.058802	0
0.061723	0
0.064687	0
0.067603	0
0.070517	0
0.073472	0
0.076410	29
0.079333	0
0.082250	0
0.085180	0
0.088103	0
0.091028	0
0.093940	0
0.096848	0
0.099812	0
0.102773	0
0.105688	0
0.108613	0
0.111538	0
0.114458	35
0.117368	0
0.120298	0
0.123238	0
0.126165	0
0.129090	0
0.132003	0
0.135007	0
0.137930	0
0.140857	0
0.143773	0
0.146677	0
0.149583	0
0.152482	0
0.155395	25304
0.158307	27830
0.161222	14979
0.164195	7603
0.167118	4891
0.170080	2010
0.173007	78731
0.175925	38533
0.178842	19454
0.181762	12161
0.184690	5207
0.187600	2828
0.190528	168605
0.193490	87474
0.196418	44378
0.199352	26781
0.202273	14257
0.205233	58224
0.208148	101618
0.211058	51973
0.213967	25334
0.216880	14402
0.219810	7214
0.222785	104502
0.225693	60587
0.228603	29964
0.231528	14772
0.234447	8803
0.237385	4938
0.240338	2231
0.243247	1426
0.246167	919
0.249082	351
0.252050	171
0.254955	56
0.257875	30
0.260793	83
0.263710	0
0.266650	0
0.269572	0
0.272488	0
0.275455	48
0.278375	0
0.281302	0
0.284288	51
0.287210	25376
0.290132	13551
0.293040	7385
0.295958	3458
0.298878	2088
0.301785	894
0.304693	618
0.307605	304
0.310575	38
0.313497	67
0.316463	30285
0.319380	17312
0.322310	7571
0.325248	4113
0.328157	1719
0.331083	1177
0.333992	651
0.336915	501
0.339828	131
0.342742	113
0.345738	27996
0.348662	16014
0.351590	8830
0.354508	4379
0.357457	3053
0.360385	1144
0.363322	511
0.366242	337
0.369162	296
0.372085	59
0.375043	6766
0.377972	19909
0.380942	9931
0.383853	5541
0.386772	3221
0.389707	1439
0.392637	804
0.395555	372
0.398478	88
0.401393	66
0.404313	34
0.407278	0
0.410190	27
0.413102	96
0.416050	0
0.418965	56
0.421892	0
0.424813	0
0.427733	0
0.430645	0
0.433623	0
0.436532	0
0.439442	0
0.442360	44
0.445273	0
0.448187	0
0.451127	18551
0.454058	9189
0.456977	5061
0.459895	2530
0.462862	1129
0.465770	685
0.468700	213
0.471623	398
0.474543	104
0.477473	13810
0.480398	7666
0.483330	3184
0.486283	1697
0.489193	681
0.492108	301
0.495063	187
0.497995	93
0.500912	15207
0.503817	10042
0.506748	5104
0.509665	2926
0.512587	1258
0.515515	968
0.518427	392
0.521435	0
0.524360	84
0.527275	14149
0.530215	7126
0.533140	3442
0.536067	1937
0.538993	1138
0.541915	561
0.544852	326
0.547788	109
0.550792	68
0.553713	72
0.556668	0
0.559580	45
0.562497	8
0.565428	44
0.568357	0
0.571272	0
0.574200	34
0.577127	48
0.580090	0
0.583000	0
0.585923	0
0.588847	0
0.591807	0
0.594738	76
0.597658	6701
0.600588	3259
0.603522	1565
0.606445	629
0.609422	338
0.612347	158
0.615277	3655
0.618187	6195
0.621113	3435
0.624030	1259
0.626995	695
0.629905	508
0.632830	154
0.635743	8090
0.638708	5346
0.641633	2459
0.644548	1486
0.647460	909
0.650377	365
0.653317	152
0.656237	8688
0.659160	4456
0.662112	2376
0.665028	1239
0.667953	762
0.670873	209
0.673830	80
0.676745	72
0.679662	0
0.682568	33
0.685507	0
0.688420	0
0.691338	0
0.694250	0
0.697203	0
0.700138	0
0.703112	0
0.706045	0
0.708955	67
0.711862	0
0.714788	0
0.717720	55
0.720640	0
0.723543	0
0.726465	0
0.729385	0
0.732345	0
0.735307	0
0.738225	2029
0.741140	20329
0.744062	10132
0.746993	5439
0.749928	2653
0.752863	1528
0.755777	739
0.758690	448
0.761613	187
0.764575	171
0.767530	41
0.770448	0
0.773353	28305
0.776277	14695
0.779193	7064
0.782132	3524
0.785057	1509
0.787972	1021
0.790870	538
0.793785	364
0.796735	68
0.799648	0
0.802607	0
0.805520	19622
0.808442	18497
0.811367	9788
0.814278	5162
0.817197	2758
0.820128	1444
0.823052	776
0.826013	286
0.828938	179
0.831853	138
0.834768	114
0.837720	36
0.840640	22728
0.843558	13085
0.846492	5844
0.849412	2662
0.852325	2440
0.855297	750
0.858212	425
0.861147	254
0.864068	148
0.866978	45
0.869915	0
0.872880	0
0.875805	0
0.878723	0
0.881695	0
0.884627	0
0.887538	0
0.890453	40
0.893367	0
0.896297	0
0.899233	0
0.902150	54
0.905065	28
0.908020	0
0.910953	14910
0.913887	9619
0.916857	5495
0.919763	2487
0.922687	1499
0.925602	926
0.928563	540
0.931490	1387
0.934412	11475
0.937338	6587
0.940248	3196
0.943210	1376
0.946168	1118
0.949092	454
0.952008	192
0.954942	16904
0.957872	8166
0.960775	4906
0.963687	1974
0.966608	854
0.969558	613
0.972492	344
0.975477	11581
0.978435	10391
0.981340	6045
0.984255	2649
0.987192	1512
0.990112	816
0.993040	407
0.995968	136
0.998880	225
1.001810	48
1.004753	89
1.007673	0
1.010588	90
1.013548	0
1.016487	0
1.019397	22
1.022322	0
1.025248	74
1.028160	0
1.031127	0
1.034048	0
1.036980	0
1.039890	31
