x1,x2,x3,x4,x5,x6,x7,cutoff
0.1633333333333379,1.0,0.0,0.0,0.0,0.9,0.37209302325581384,0.0
1.0,1.0,0.0,0.0,0.0,0.9333333333333333,0.20353982300884954,0.1
1.0,1.0,0.18635,0.0,0.0,0.8666666666666667,0.19642857142857137,0.2
1.0,1.0,0.1874,0.0,0.0,0.8666666666666667,0.18918918918918906,0.3
1.0,0.0,0.2486,0.0,0.0,0.8333333333333334,0.3243243243243242,0.4
0.5841166666666924,0.0,0.62065,0.0,0.0,0.8333333333333334,0.0,0.5
0.5824500000000222,0.0,0.0,0.0,0.0,0.8666666666666667,0.03508771929824555,0.6
0.5321000000000058,0.0,0.0,0.0,0.0,0.8666666666666667,-0.2413793103448278,0.7
0.6666666666667462,0.0,0.0,0.0,0.0,0.8333333333333334,-0.2500000000000003,0.8
0.0,0.0,0.0,0.0,0.0,0.8666666666666667,0.0,0.9
1.0,1.0,1.0,1.0,1.0,1.0,NaN,0.1
